year,state,,state_fips,state_cen,state_ic,office,,stage,runoff,special,candidate,party,state_po,district,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,fb_ad_library_id
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JOHN BRISCOE,REPUBLICAN,CA,47,FALSE,TOTAL,114371,311399,FALSE,20210604,FALSE,112634507219876
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,HARLEY ROUDA,DEMOCRAT,CA,48,FALSE,TOTAL,193362,395100,FALSE,20210604,FALSE,174905503013610
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,MICHELLE STEEL,REPUBLICAN,CA,48,FALSE,TOTAL,201738,395100,FALSE,20210604,FALSE,1228396643984955
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,MIKE LEVIN,DEMOCRAT,CA,49,FALSE,TOTAL,205349,386506,FALSE,20210604,FALSE,388316574835659
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,BRIAN MARYOTT,REPUBLICAN,CA,49,FALSE,TOTAL,181157,386506,FALSE,20210604,FALSE,540707072979860
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,AMMAR CAMPA-NAJJAR,DEMOCRAT,CA,50,FALSE,TOTAL,166869,362390,FALSE,20210604,FALSE,407664862957433
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,DARRELL ISSA,REPUBLICAN,CA,50,FALSE,TOTAL,195521,362390,FALSE,20210604,FALSE,19463427992
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JUAN VARGAS,DEMOCRAT,CA,51,FALSE,TOTAL,165596,242437,FALSE,20210604,FALSE,
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,"JUAN M. HIDALGO, JR.",REPUBLICAN,CA,51,FALSE,TOTAL,76841,242437,FALSE,20210604,FALSE,
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,SCOTT H. PETERS,DEMOCRAT,CA,52,FALSE,TOTAL,244145,396495,FALSE,20210604,FALSE,184609361596971
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JIM DEBELLO,REPUBLICAN,CA,52,FALSE,TOTAL,152350,396495,FALSE,20210604,FALSE,113401826751064
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,SARA JACOBS,DEMOCRAT,CA,53,FALSE,TOTAL,199244,334858,FALSE,20210604,FALSE,347844152343949
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,GEORGETTE GóMEZ,DEMOCRAT,CA,53,FALSE,TOTAL,135614,334858,FALSE,20210604,FALSE,927610307291393
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JAMES P. BRADLEY,REPUBLICAN,CA,33,FALSE,TOTAL,123334,380428,FALSE,20210604,FALSE,
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JIMMY GOMEZ,DEMOCRAT,CA,34,FALSE,TOTAL,108792,205346,FALSE,20210604,FALSE,134312830086
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,DAVID KIM,DEMOCRAT,CA,34,FALSE,TOTAL,96554,205346,FALSE,20210604,FALSE,103420761023331
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,NORMA J. TORRES,DEMOCRAT,CA,35,FALSE,TOTAL,169405,244346,FALSE,20210604,FALSE,496702207035478
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,MIKE CARGILE,REPUBLICAN,CA,35,FALSE,TOTAL,74941,244346,FALSE,20210604,FALSE,
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,RAUL RUIZ,DEMOCRAT,CA,36,FALSE,TOTAL,185151,306849,FALSE,20210604,FALSE,101381551230588
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,ERIN CRUZ,REPUBLICAN,CA,36,FALSE,TOTAL,121698,306849,FALSE,20210604,FALSE,1143642275839365
2020,CALIFORNIA,,6,93,71,US HOUSE,,gen,FALSE,FALSE,JOE E. COLLINS III,REPUBLICAN,CA,43,FALSE,TOTAL,78688,277898,FALSE,20210604,FALSE,1061240530648502
